EmployeeNumber,Variable,Value
1277,MaritalStatus,Single
1278,MaritalStatus,Divorced
1279,MaritalStatus,Single
1280,MaritalStatus,Married
1281,MaritalStatus,Single
1282,MaritalStatus,Divorced
1283,MaritalStatus,Single
1285,MaritalStatus,Divorced
1286,MaritalStatus,Single
1288,MaritalStatus,Divorced
1289,MaritalStatus,Married
1291,MaritalStatus,Married
1292,MaritalStatus,Married
1293,MaritalStatus,Single
1294,MaritalStatus,Single
1295,MaritalStatus,Married
1296,MaritalStatus,Married
1297,MaritalStatus,Single
1298,MaritalStatus,Single
1299,MaritalStatus,Divorced
1301,MaritalStatus,Single
1303,MaritalStatus,Single
1304,MaritalStatus,Married
1306,MaritalStatus,Single
1307,MaritalStatus,Divorced
1308,MaritalStatus,Divorced
1309,MaritalStatus,Married
1310,MaritalStatus,Single
1311,MaritalStatus,Married
1312,MaritalStatus,Married
1314,MaritalStatus,Single
1315,MaritalStatus,Married
1317,MaritalStatus,Married
1318,MaritalStatus,Single
1319,MaritalStatus,Single
1321,MaritalStatus,Married
1322,MaritalStatus,Single
1324,MaritalStatus,Divorced
1329,MaritalStatus,Single
1331,MaritalStatus,Single
1333,MaritalStatus,Married
1334,MaritalStatus,Married
1336,MaritalStatus,Married
1338,MaritalStatus,Single
1340,MaritalStatus,Divorced
1344,MaritalStatus,Divorced
1346,MaritalStatus,Single
1349,MaritalStatus,Divorced
1350,MaritalStatus,Single
1352,MaritalStatus,Divorced
1355,MaritalStatus,Divorced
1356,MaritalStatus,Single
1358,MaritalStatus,Married
1360,MaritalStatus,Married
1361,MaritalStatus,Married
1362,MaritalStatus,Married
1363,MaritalStatus,Single
1364,MaritalStatus,Married
1367,MaritalStatus,Single
1368,MaritalStatus,Single
1369,MaritalStatus,Married
1371,MaritalStatus,Single
1372,MaritalStatus,Single
1373,MaritalStatus,Married
1374,MaritalStatus,Divorced
1375,MaritalStatus,Divorced
1377,MaritalStatus,Married
1379,MaritalStatus,Single
1380,MaritalStatus,Married
1382,MaritalStatus,Divorced
1383,MaritalStatus,Single
1387,MaritalStatus,Married
1389,MaritalStatus,Married
1390,MaritalStatus,Married
1391,MaritalStatus,Married
1392,MaritalStatus,Divorced
1394,MaritalStatus,Married
1395,MaritalStatus,Married
1396,MaritalStatus,Married
1397,MaritalStatus,Married
1399,MaritalStatus,Married
1401,MaritalStatus,Married
1402,MaritalStatus,Single
1403,MaritalStatus,Married
1405,MaritalStatus,Single
1407,MaritalStatus,Single
1408,MaritalStatus,Married
1409,MaritalStatus,Married
1411,MaritalStatus,Single
1412,MaritalStatus,Single
1415,MaritalStatus,Married
1417,MaritalStatus,Single
1419,MaritalStatus,Single
1420,MaritalStatus,Single
1421,MaritalStatus,Single
1422,MaritalStatus,Single
1423,MaritalStatus,Married
1424,MaritalStatus,Divorced
1425,MaritalStatus,Single
1427,MaritalStatus,Single
1428,MaritalStatus,Divorced
1430,MaritalStatus,Single
1431,MaritalStatus,Divorced
1433,MaritalStatus,Single
1434,MaritalStatus,Married
1435,MaritalStatus,Single
1436,MaritalStatus,Married
1438,MaritalStatus,Married
1439,MaritalStatus,Married
1440,MaritalStatus,Single
1441,MaritalStatus,Married
1443,MaritalStatus,Married
1445,MaritalStatus,Married
1446,MaritalStatus,Married
1447,MaritalStatus,Married
1448,MaritalStatus,Married
1449,MaritalStatus,Divorced
1453,MaritalStatus,Divorced
1457,MaritalStatus,Divorced
1458,MaritalStatus,Single
1459,MaritalStatus,Single
1460,MaritalStatus,Divorced
1461,MaritalStatus,Single
1464,MaritalStatus,Married
1465,MaritalStatus,Married
1466,MaritalStatus,Divorced
1467,MaritalStatus,Married
1468,MaritalStatus,Divorced
1469,MaritalStatus,Single
1471,MaritalStatus,Single
1472,MaritalStatus,Single
1473,MaritalStatus,Married
1474,MaritalStatus,Divorced
1475,MaritalStatus,Single
1477,MaritalStatus,Married
1478,MaritalStatus,Single
1479,MaritalStatus,Married
1480,MaritalStatus,Single
1481,MaritalStatus,Married
1482,MaritalStatus,Divorced
1483,MaritalStatus,Married
1484,MaritalStatus,Divorced
1485,MaritalStatus,Divorced
1486,MaritalStatus,Married
1487,MaritalStatus,Single
1489,MaritalStatus,Single
1492,MaritalStatus,Married
1494,MaritalStatus,Single
1495,MaritalStatus,Married
1496,MaritalStatus,Single
1497,MaritalStatus,Divorced
1499,MaritalStatus,Divorced
1501,MaritalStatus,Married
1502,MaritalStatus,Married
1503,MaritalStatus,Married
1504,MaritalStatus,Single
1506,MaritalStatus,Divorced
1507,MaritalStatus,Single
1509,MaritalStatus,Married
1513,MaritalStatus,Married
1514,MaritalStatus,Married
1515,MaritalStatus,Single
1516,MaritalStatus,Single
1520,MaritalStatus,Divorced
1522,MaritalStatus,Single
1523,MaritalStatus,Married
1525,MaritalStatus,Single
1527,MaritalStatus,Married
1529,MaritalStatus,Single
1533,MaritalStatus,Single
1534,MaritalStatus,Single
1535,MaritalStatus,Married
1537,MaritalStatus,Single
1539,MaritalStatus,Single
1541,MaritalStatus,Married
1542,MaritalStatus,Married
1543,MaritalStatus,Married
1544,MaritalStatus,Married
1545,MaritalStatus,Single
1546,MaritalStatus,Married
1547,MaritalStatus,Married
1548,MaritalStatus,Married
1549,MaritalStatus,Married
1550,MaritalStatus,Single
1551,MaritalStatus,Divorced
1552,MaritalStatus,Divorced
1553,MaritalStatus,Divorced
1554,MaritalStatus,Married
1555,MaritalStatus,Married
1556,MaritalStatus,Single
1557,MaritalStatus,Divorced
1558,MaritalStatus,Married
1560,MaritalStatus,Married
1562,MaritalStatus,Married
1563,MaritalStatus,Married
1564,MaritalStatus,Single
1568,MaritalStatus,Married
1569,MaritalStatus,Divorced
1572,MaritalStatus,Married
1573,MaritalStatus,Married
1574,MaritalStatus,Married
1576,MaritalStatus,Married
1577,MaritalStatus,Single
1578,MaritalStatus,Married
1580,MaritalStatus,Married
1581,MaritalStatus,Married
1582,MaritalStatus,Married
1583,MaritalStatus,Single
1585,MaritalStatus,Single
1586,MaritalStatus,Single
1587,MaritalStatus,Single
1588,MaritalStatus,Married
1590,MaritalStatus,Divorced
1591,MaritalStatus,Married
1592,MaritalStatus,Married
1594,MaritalStatus,Married
1595,MaritalStatus,Single
1596,MaritalStatus,Married
1597,MaritalStatus,Married
1598,MaritalStatus,Married
1599,MaritalStatus,Divorced
1601,MaritalStatus,Married
1602,MaritalStatus,Single
1604,MaritalStatus,Married
1605,MaritalStatus,Married
1606,MaritalStatus,Married
1607,MaritalStatus,Married
1608,MaritalStatus,Divorced
1609,MaritalStatus,Married
1611,MaritalStatus,Single
1612,MaritalStatus,Married
1613,MaritalStatus,Single
1614,MaritalStatus,Married
1615,MaritalStatus,Divorced
1617,MaritalStatus,Married
1618,MaritalStatus,Married
1619,MaritalStatus,Divorced
1621,MaritalStatus,Married
1622,MaritalStatus,Divorced
1623,MaritalStatus,Single
1624,MaritalStatus,Single
1625,MaritalStatus,Married
1627,MaritalStatus,Divorced
1628,MaritalStatus,Married
1630,MaritalStatus,Married
1631,MaritalStatus,Married
1633,MaritalStatus,Single
1635,MaritalStatus,Divorced
1638,MaritalStatus,Married
1639,MaritalStatus,Married
1640,MaritalStatus,Married
1641,MaritalStatus,Single
1642,MaritalStatus,Married
1644,MaritalStatus,Married
1645,MaritalStatus,Divorced
1646,MaritalStatus,Single
1647,MaritalStatus,Married
1648,MaritalStatus,Single
1649,MaritalStatus,Single
1650,MaritalStatus,Single
1651,MaritalStatus,Married
1653,MaritalStatus,Divorced
1654,MaritalStatus,Married
1655,MaritalStatus,Married
1656,MaritalStatus,Divorced
1657,MaritalStatus,Single
1658,MaritalStatus,Divorced
1659,MaritalStatus,Single
1661,MaritalStatus,Married
1662,MaritalStatus,Married
1664,MaritalStatus,Divorced
1665,MaritalStatus,Married
1666,MaritalStatus,Married
1667,MaritalStatus,Single
1668,MaritalStatus,Married
1669,MaritalStatus,Divorced
1670,MaritalStatus,Divorced
1671,MaritalStatus,Divorced
1673,MaritalStatus,Married
1674,MaritalStatus,Divorced
1675,MaritalStatus,Single
1676,MaritalStatus,Divorced
1677,MaritalStatus,Single
1678,MaritalStatus,Single
1680,MaritalStatus,Single
1681,MaritalStatus,Divorced
1682,MaritalStatus,Married
1683,MaritalStatus,Divorced
1684,MaritalStatus,Single
1687,MaritalStatus,Married
1689,MaritalStatus,Married
1691,MaritalStatus,Married
1692,MaritalStatus,Single
1693,MaritalStatus,Single
1694,MaritalStatus,Divorced
1696,MaritalStatus,Married
1697,MaritalStatus,Divorced
1698,MaritalStatus,Married
1700,MaritalStatus,Divorced
1701,MaritalStatus,Married
1702,MaritalStatus,Divorced
1703,MaritalStatus,Married
1704,MaritalStatus,Single
1706,MaritalStatus,Married
1707,MaritalStatus,Married
1708,MaritalStatus,Single
1709,MaritalStatus,Married
1710,MaritalStatus,Single
1712,MaritalStatus,Married
1714,MaritalStatus,Married
1716,MaritalStatus,Married
1718,MaritalStatus,Married
1719,MaritalStatus,Single
1720,MaritalStatus,Married
1721,MaritalStatus,Married
1722,MaritalStatus,Married
1724,MaritalStatus,Married
1725,MaritalStatus,Divorced
1727,MaritalStatus,Single
1728,MaritalStatus,Married
1729,MaritalStatus,Married
1731,MaritalStatus,Married
1732,MaritalStatus,Divorced
1733,MaritalStatus,Divorced
1734,MaritalStatus,Single
1735,MaritalStatus,Single
1736,MaritalStatus,Single
1737,MaritalStatus,Married
1739,MaritalStatus,Married
1740,MaritalStatus,Single
1744,MaritalStatus,Married
1745,MaritalStatus,Single
1746,MaritalStatus,Married
1747,MaritalStatus,Divorced
1749,MaritalStatus,Married
1751,MaritalStatus,Single
1752,MaritalStatus,Single
1753,MaritalStatus,Single
1754,MaritalStatus,Divorced
1755,MaritalStatus,Married
1756,MaritalStatus,Single
1757,MaritalStatus,Single
1758,MaritalStatus,Single
1760,MaritalStatus,Married
1761,MaritalStatus,Married
1762,MaritalStatus,Divorced
1763,MaritalStatus,Married
1764,MaritalStatus,Single
1766,MaritalStatus,Married
1767,MaritalStatus,Married
1768,MaritalStatus,Divorced
1770,MaritalStatus,Married
1771,MaritalStatus,Divorced
1772,MaritalStatus,Divorced
1774,MaritalStatus,Divorced
1775,MaritalStatus,Married
1778,MaritalStatus,Single
1779,MaritalStatus,Single
1780,MaritalStatus,Single
1782,MaritalStatus,Married
1783,MaritalStatus,Married
1784,MaritalStatus,Married
1786,MaritalStatus,Married
1787,MaritalStatus,Married
1789,MaritalStatus,Divorced
1790,MaritalStatus,Married
1792,MaritalStatus,Divorced
1794,MaritalStatus,Divorced
1797,MaritalStatus,Single
1798,MaritalStatus,Married
1799,MaritalStatus,Married
1800,MaritalStatus,Single
1801,MaritalStatus,Single
1802,MaritalStatus,Married
1803,MaritalStatus,Married
1804,MaritalStatus,Divorced
1805,MaritalStatus,Divorced
1807,MaritalStatus,Married
1809,MaritalStatus,Single
1812,MaritalStatus,Divorced
1813,MaritalStatus,Single
1814,MaritalStatus,Single
1815,MaritalStatus,Divorced
1816,MaritalStatus,Single
1818,MaritalStatus,Married
1821,MaritalStatus,Married
1822,MaritalStatus,Divorced
1823,MaritalStatus,Married
1824,MaritalStatus,Divorced
1826,MaritalStatus,Married
1827,MaritalStatus,Divorced
1829,MaritalStatus,Divorced
1830,MaritalStatus,Married
1833,MaritalStatus,Married
1834,MaritalStatus,Married
1835,MaritalStatus,Married
1836,MaritalStatus,Single
1837,MaritalStatus,Married
1839,MaritalStatus,Single
1842,MaritalStatus,Married
1844,MaritalStatus,Divorced
1845,MaritalStatus,Married
1847,MaritalStatus,Married
1849,MaritalStatus,Married
1850,MaritalStatus,Single
1852,MaritalStatus,Married
1853,MaritalStatus,Single
1854,MaritalStatus,Married
1856,MaritalStatus,Single
1857,MaritalStatus,Divorced
1858,MaritalStatus,Divorced
1859,MaritalStatus,Divorced
1860,MaritalStatus,Single
1862,MaritalStatus,Single
1863,MaritalStatus,Divorced
1864,MaritalStatus,Married
1865,MaritalStatus,Married
1866,MaritalStatus,Married
1867,MaritalStatus,Married
1868,MaritalStatus,Single
1869,MaritalStatus,Married
1870,MaritalStatus,Married
1871,MaritalStatus,Divorced
1873,MaritalStatus,Married
1875,MaritalStatus,Married
1876,MaritalStatus,Single
1878,MaritalStatus,Single
1880,MaritalStatus,Married
1881,MaritalStatus,Divorced
1882,MaritalStatus,Married
1883,MaritalStatus,Single
1885,MaritalStatus,Married
1886,MaritalStatus,Married
1888,MaritalStatus,Married
1890,MaritalStatus,Single
1892,MaritalStatus,Divorced
1893,MaritalStatus,Married
1898,MaritalStatus,Single
1900,MaritalStatus,Divorced
1903,MaritalStatus,Married
1905,MaritalStatus,Married
1907,MaritalStatus,Single
1908,MaritalStatus,Married
1909,MaritalStatus,Married
1911,MaritalStatus,Married
1912,MaritalStatus,Divorced
1915,MaritalStatus,Married
1916,MaritalStatus,Divorced
1918,MaritalStatus,Married
1922,MaritalStatus,Single
1924,MaritalStatus,Single
1927,MaritalStatus,Married
1928,MaritalStatus,Single
1929,MaritalStatus,Married
1931,MaritalStatus,Married
1932,MaritalStatus,Married
1933,MaritalStatus,Single
1934,MaritalStatus,Married
1935,MaritalStatus,Married
1936,MaritalStatus,Married
1937,MaritalStatus,Divorced
1938,MaritalStatus,Married
1939,MaritalStatus,Single
1940,MaritalStatus,Divorced
1941,MaritalStatus,Married
1943,MaritalStatus,Divorced
1944,MaritalStatus,Married
1945,MaritalStatus,Married
1947,MaritalStatus,Single
1948,MaritalStatus,Divorced
1949,MaritalStatus,Married
1950,MaritalStatus,Single
1951,MaritalStatus,Divorced
1952,MaritalStatus,Single
1954,MaritalStatus,Married
1955,MaritalStatus,Divorced
1956,MaritalStatus,Married
1960,MaritalStatus,Divorced
1961,MaritalStatus,Single
1962,MaritalStatus,Married
1965,MaritalStatus,Single
1966,MaritalStatus,Single
1967,MaritalStatus,Married
1968,MaritalStatus,Single
1969,MaritalStatus,Married
1970,MaritalStatus,Divorced
1971,MaritalStatus,Married
1972,MaritalStatus,Married
1973,MaritalStatus,Married
1974,MaritalStatus,Divorced
1975,MaritalStatus,Single
1976,MaritalStatus,Single
1979,MaritalStatus,Married
1980,MaritalStatus,Single
1981,MaritalStatus,Single
1982,MaritalStatus,Single
1985,MaritalStatus,Married
1986,MaritalStatus,Married
1987,MaritalStatus,Married
1989,MaritalStatus,Married
1992,MaritalStatus,Divorced
1993,MaritalStatus,Single
1994,MaritalStatus,Divorced
1995,MaritalStatus,Married
1996,MaritalStatus,Married
1997,MaritalStatus,Married
1998,MaritalStatus,Divorced
1999,MaritalStatus,Married
2000,MaritalStatus,Married
2003,MaritalStatus,Married
2007,MaritalStatus,Single
2008,MaritalStatus,Single
2009,MaritalStatus,Married
2010,MaritalStatus,Single
2012,MaritalStatus,Married
2013,MaritalStatus,Married
2014,MaritalStatus,Single
2015,MaritalStatus,Married
2016,MaritalStatus,Married
2017,MaritalStatus,Married
2018,MaritalStatus,Divorced
2019,MaritalStatus,Divorced
2020,MaritalStatus,Single
2021,MaritalStatus,Single
2022,MaritalStatus,Single
2023,MaritalStatus,Married
2024,MaritalStatus,Married
2025,MaritalStatus,Divorced
2026,MaritalStatus,Divorced
2027,MaritalStatus,Married
2031,MaritalStatus,Married
2032,MaritalStatus,Married
2034,MaritalStatus,Married
2035,MaritalStatus,Married
2036,MaritalStatus,Divorced
2037,MaritalStatus,Divorced
2038,MaritalStatus,Single
2040,MaritalStatus,Single
2041,MaritalStatus,Married
2044,MaritalStatus,Divorced
2045,MaritalStatus,Married
2046,MaritalStatus,Single
2048,MaritalStatus,Single
2049,MaritalStatus,Married
2051,MaritalStatus,Married
2052,MaritalStatus,Married
2053,MaritalStatus,Married
2054,MaritalStatus,Single
2055,MaritalStatus,Divorced
2056,MaritalStatus,Married
2057,MaritalStatus,Single
2060,MaritalStatus,Single
2061,MaritalStatus,Married
2062,MaritalStatus,Married
2064,MaritalStatus,Married
2065,MaritalStatus,Married
2068,MaritalStatus,Married
1,RelationshipSatisfaction,1
2,RelationshipSatisfaction,4
4,RelationshipSatisfaction,2
5,RelationshipSatisfaction,3
7,RelationshipSatisfaction,4
8,RelationshipSatisfaction,3
10,RelationshipSatisfaction,1
11,RelationshipSatisfaction,2
12,RelationshipSatisfaction,2
13,RelationshipSatisfaction,2
14,RelationshipSatisfaction,3
15,RelationshipSatisfaction,4
16,RelationshipSatisfaction,4
18,RelationshipSatisfaction,3
19,RelationshipSatisfaction,2
20,RelationshipSatisfaction,3
21,RelationshipSatisfaction,4
22,RelationshipSatisfaction,2
23,RelationshipSatisfaction,3
24,RelationshipSatisfaction,3
26,RelationshipSatisfaction,4
27,RelationshipSatisfaction,2
28,RelationshipSatisfaction,3
30,RelationshipSatisfaction,4
31,RelationshipSatisfaction,3
32,RelationshipSatisfaction,4
33,RelationshipSatisfaction,2
35,RelationshipSatisfaction,4
36,RelationshipSatisfaction,4
38,RelationshipSatisfaction,4
39,RelationshipSatisfaction,4
40,RelationshipSatisfaction,4
41,RelationshipSatisfaction,1
42,RelationshipSatisfaction,3
45,RelationshipSatisfaction,1
46,RelationshipSatisfaction,4
47,RelationshipSatisfaction,3
49,RelationshipSatisfaction,1
51,RelationshipSatisfaction,4
52,RelationshipSatisfaction,1
53,RelationshipSatisfaction,3
54,RelationshipSatisfaction,4
55,RelationshipSatisfaction,3
56,RelationshipSatisfaction,4
57,RelationshipSatisfaction,4
58,RelationshipSatisfaction,4
60,RelationshipSatisfaction,3
61,RelationshipSatisfaction,1
62,RelationshipSatisfaction,3
63,RelationshipSatisfaction,4
64,RelationshipSatisfaction,4
65,RelationshipSatisfaction,3
68,RelationshipSatisfaction,3
70,RelationshipSatisfaction,3
72,RelationshipSatisfaction,3
73,RelationshipSatisfaction,3
74,RelationshipSatisfaction,4
75,RelationshipSatisfaction,3
76,RelationshipSatisfaction,4
77,RelationshipSatisfaction,3
78,RelationshipSatisfaction,2
79,RelationshipSatisfaction,4
80,RelationshipSatisfaction,4
81,RelationshipSatisfaction,4
83,RelationshipSatisfaction,2
84,RelationshipSatisfaction,3
85,RelationshipSatisfaction,3
86,RelationshipSatisfaction,3
88,RelationshipSatisfaction,4
90,RelationshipSatisfaction,1
91,RelationshipSatisfaction,4
94,RelationshipSatisfaction,4
95,RelationshipSatisfaction,2
96,RelationshipSatisfaction,2
97,RelationshipSatisfaction,2
98,RelationshipSatisfaction,4
100,RelationshipSatisfaction,2
101,RelationshipSatisfaction,2
102,RelationshipSatisfaction,1
103,RelationshipSatisfaction,4
104,RelationshipSatisfaction,3
105,RelationshipSatisfaction,1
106,RelationshipSatisfaction,4
107,RelationshipSatisfaction,4
110,RelationshipSatisfaction,3
112,RelationshipSatisfaction,1
113,RelationshipSatisfaction,3
116,RelationshipSatisfaction,2
117,RelationshipSatisfaction,1
118,RelationshipSatisfaction,4
119,RelationshipSatisfaction,4
120,RelationshipSatisfaction,4
121,RelationshipSatisfaction,2
124,RelationshipSatisfaction,3
